id,questions,answers,meta_id
9814, what kind of contribution can the world social forum give to this hope of a peaceful world? ,The us intelligence agencies have recently published their projections for the coming years. They predict that globalization meaning the particular form of neoliberal economic integration favored by centers of power will continue leading to growing inequality and increased financial volatility as a result of financial manipulations by financial institutions.,9814
9815, is it possible to organize the complex and diverse scenario of the so call anti globalization forces? ,You are quite right to call them opponents of neoliberal globalization that is of a particular form of international economic integration that the masters of mankind have designed in their own interests with the interests of their domestic populations incidental. And of course the populations do not like it but they have to make do with what is available.,9815
9816, is there a way to detect and stop terrorism in anti u. s. reactions? ,It is always important to look carefully at how questions are formulated whether in the sciences or inquiry into human affairs. One often finds hidden assumptions that should be unearthed critically analyzed and often rejected. When that essential preliminary task is undertaken we often find that the questions cannot be answered and should therefore be recast. If we are serious we also have to ask some questions about the backgrounds.,9816
9817, don t you think that the events of the social forum and seattle with the mobilization of thousands of people are a proof that people are capable to make up their own minds independently? ,I have never said and i do not believe that public opinion is anything like an independent source of information. People have a range of opinions and opinions often express themselves in very different ways and in different social and economic circumstances.,9817
9818, but your political opinions are classified by many critics as anti american and dominated by conspiratory theories. what do you think about that? ,It is very easy to produce slanders and a waste of time to repeat or respond to them. If there are arguments i will be happy to listen. The comment about linguistics if it was indeed made is simply childish meriting no response.,9818
9819, in 1996 you advocated the suspension of payment of the brazilian foreign debt. what is your position today about brazil? ,As soon as the terms were changed in 1998 a new proposal was presented which is approximately the same as before except that now it is presented as a proposal for negotiations and not as an ultimatum. You may call it a capitulation to the demands of latin american leaders.,9819
9820, do you believe that the government of the rich countries would try to make things difficult for a leftist government in brazil? ,If history is any guide that is a virtual certainty unless they feel that they can constrain the actions of a government with a populist orientation by other means. Tactics do vary in this regard. There are interesting historical examples right in latin america.,9820
9821, to what point is this initiative discouraging people to participate on this politics process? ,A major thrust of neoliberalism is to undermine democracy. It has been understood for at least 60 years that financial liberalization undermines the possibility of democratic choice by creating a virtual parliament of lenders and investors who have veto power over government decisions.,9821
9822, has there ever existed a country both socialistic and democratic? ,I doubt that anyone thinks that a particular form of social organization is the solution to national disasters all around the globe. These are many and various the causes are diverse and there are lots of different paths that should be explored sometimes followed towards ameliorating or overcoming them. Democratic socialism is not a simple concept.,9822
9823, could you please point the major tendencies that are already underway and explain why we are at risk? ,Well we have two choices. We can be complacent watch as these things develop and see them succeed and then try to reverse course when they do not succeed just as the tobacco companies tried to do. Or if we want to take a more active part intervene and stop them. There is no simple answer to that question.,9823
9824, s. what are the most significant effects of this strategy? ,Actually i do not think it is that complicated. You just have to remember to look at the facts. The united states for 35 years has been trying to strangle cuba economically and politically.,9824
9825, how have international relations changed since september 11? ,First of all the scale was not that different. For example albania and mexico reacted the same way. They ejected the us ambassador.,9825
9826, did the world change after september 11th. for worse or for better in your opinion. why? ,First of all the scale was not changed. It is been estimated correctly that about half the population of the globe lived in areas that were under attack. More accurately it was probably closer to two thirds. 2 billion people were literally at risk.,9826
9827, are there new forces to oppose the hegemony of the united states in the world and to rebuild a similar picture to that it behind had ten years with the ussr? ,As there were during the cold war. There are of course some differences. The soviet union had a hand in it in ways that are not lost on anyone who remembers the history of imperialism. But in many ways the u. s. is pretty much the same as it was thirty years ago at most with some marginal differences but the picture is very much like today.,9827
9828, do you feel that the us is now looking at a different foreign policy. do you see possible positive changes? ,It is misleading to state that i am the one who makes that statement. The statement is a misrepresentation of my position.,9828
9829, do you think that this kind of military action will be efficient against terrorism? ,A few elementary facts seem relevant. The war against lebanon and gaza was declared actually re declared by the one state in the world that has been condemned for international terrorism and supported by major terrorist states like russia and china its close ally saudi arabia even though they are far from any serious threat. Only the u. s. has that right.,9829
9830, what has changed in the way usa conduct their external conflicts in the last years? ,There were of course some changes with the collapse of the second superpower. That led to readjustment in tactics and new pretexts but not to major changes in policy. As always there are internal factors that impel us policy towards the most extreme forms of violence and repression. One of them is the us refusal to permit any form of democratic change.,9830
9831, how should the world react to the international terrorism? ,There is no doubt that terrorism is a serious problem which has been faced by modern societies for a long time. And it is hardly a new phenomenon. Just take the us which is responsible for the worst crimes since the second world war up until september 11th.,9831
9832, which economic interests lay behind the north american antiterrorist campaign? ,Remember that the war on terrorism was declared 20 years ago by the reagan administration in much the same terms as its renewal in sept. 2001 and with far more justification. The reasons have to do with the nature of the society and the priorities of power within it.,9832
9833, is your evaluation that the warlike actions of the united states should continue due to the bush relations with this industrial sector? ,There are many factors as always. One factor is the relationship with the israeli lobby. Another is their veto at the un security council.,9833
9834, bush the right man at the right time as recent popular polls say he is? ,The question presupposes that the us is in favor of overthrowing saddam. If that were the case then bush would be a hero. Popular opinion in the region is strongly opposed to aggression and atrocities and the evidence for that can be overwhelming.,9834
9835, how do you see the democratization wave. what is this democracy. this is leading us to where? ,I see it pretty much the way the general public in the us and latin america in general are seeing it. Polls show desire for democracy but steady reduction in faith in what are called democratic institutions. That has been true here for a long time even before the current economic crisis which is quite striking in fact worldwide.,9835
9836, what can be the outcome of this story and what could happen to the neighbor countries such as brazil? ,As to where the money is the question surely merits investigation and i think we can make a fair guess at the answer. As i mentioned over the years capital flight from latin america has often been on the order of the so called debt.,9836
9837, considering america is veto power is there today any viable alternative or any chance for the economies struggling to become independent? ,On mexico there is no need to rely on my assessment. One expert assessment was produced by the economic policy institute a highly regarded research institute in washington in a study investigating the effects of nafta on working people and the effect on the american economy.,9837
9838, how do you relate the politics of the state of israel with the wider politics of the current imperialistic globalization? ,There are many similarities. In many respects it is a more free and open society than it was 40 years ago. There is more popular expression of opinion and protest than at any time i can remember.,9838
9839, professor is there a possibility for a new world. how can we reach there? ,It is a question of whether the human species is going to survive. And whether it will even survive is anybody's guess. A couple of thousand years ago there was a period when there were maybe two or three people on this planet.,9839
9840, how do you analyse the state of control by punishment which is producing an imprisonment of millions of people in the contemporary societies? ,One has to look at specific cases. Take the us. 20 years ago if you had asked me whether i thought we were going to have a serious drug problem i would have said you are crazy. But things have changed.,9840
9841, are spiritualism and materialism categories able to explain something? ,It always makes sense in my opinion to adopt gramsci is famous slogan which he borrowed from romain rolland and constantly reiterated we should have pessimism of the intellect and optimism of love. The concepts definitely make sense and i think that is how we ought to use them. For us to say that science and religion are just incommensurable is a total falsehood.,9841
9842, more important than even that professor chomsky has been a very vocal critic of the foreign policy of united states. professor chomsky welcome? ,Glad to be here. It is a real pleasure to talk to you.,9842
9843, how do you reconcile this with the allegation that you make of its bias? ,Well that sentence which is widely quoted does exist but the sentence that followed it is rarely quoted. The first sentence is essentially a question mark and the rest is just quotes.,9843
9844, so there is a certain level of objectivity over there and therefore this media is a means of getting valid and correct information. would you agree with that? ,No i do not. I am not going to talk about myself but let is just take a look at some of the examples you mentioned. Here is an example i did not choose because it is so obvious i can not look away from it.,9844
9845, so what you are saying is that in matters of politics and power objectivity is perhaps an impossibility and that it may not be not even be objectively possible to have a true depiction of events? ,I do not think that is necessarily the case i can talk myself into believing that for example i should pursue a career in journalism because that seems to me a worthwhile pursuit. But it does not follow that there is no possibility of having a truly objective depiction. After all even the most jaded of observers can see that the events of sept. 11 did indeed happen.,9845
9846, there is no prediction that one can make in political affairs and therefore the level of objectivity is much lower? ,Let me come to this. I do not frankly see much difference between leninism and stalinism. What you call socialism in my view is simply different from what it was at the time when the soviet union came into being.,9846
9847, you have been critical of the way in which those representations were made and yet there was something very objective about airplanes flying to twin towers. what precisely is your objection? ,I have no objection to portrayals of events. It is quite true that people do not like them and can not tolerate them but that is a fact of life. I do think that those events were extremely condemnable.,9847
9848, what do you propose the u. s. should have done? ,I do not recall being critical of the invasion of iraq. What was critical was the fact that the united states was defending a population it had just murdered. And the iranian threat was minuscule compared with al qaeda is or alternatively with the global jihad.,9848
9849, give us an example? ,For example and the most obvious case and it takes real dedication for the media not to bring this one up because it is such an obvious example.,9849
9850, in fact it did not change anything. they just simply shrugged it off? ,But that is of course because nicaragua was trying to bring a case against the most powerful and violent state in the world. If they had brought a civil suit against obama and the state of washington it would have been heard in federal court.,9850
9851, in a sense the september 11 event was unique. it really shook the united states? ,So it is unique in my opinion. I mean there have been many such incidents throughout history including the european attack on hiroshima in 1945 and the indian epiphany in 1925. but this one was different just in its scale and in the character.,9851
9852, i mean within the united states? ,Within israel too. But it is different. For one thing there is a very sharp difference between what is happening in israe and egypt now and then and what it was happening i think in the 1950s. So for example take the month of may 1967. march 1967 was the first major war crime since the second world war.,9852
9853, we hear president bush asking why do they hate us so much. do you see positive changes emerging from this? ,I am sure there are plenty of internal problems at the grass roots level as elsewhere in the world but the idea that the united states should be the butt of everyone is jokes is ludicrous. If there is something to be laughed at it is the rich privileged white males who run the society.,9853
9854, do you believe that this fear has any real cause to it? ,I do not think it can be discounted but i would not exaggerate it either. I think the burden of proof for the so called fear of terrorism would have to be very heavy to make it even a remote possibility.,9854
9855, yes but people there are being tried by military courts? ,That is right because the population does not like it and the military can make it clear that the people are not going to like that. Anyhow you get the juries you make sure they are as corrupt as possible.,9855
9856, how do we ever break out of this stalemate? ,Well as you know much better than i there have been moves at the grass roots level for interaction discussion and reconciliation. Delegations have gone up and back between pakistan and india to try to sort out these issues. Eqbal was involved. He was the one who proposed the arab league peace plan which was accepted by the united states.,9856
9857, so your criticism is perhaps perfectly valid but what is the alternative? ,Well first of all the way you have presented is my view but it is not the view of the vast majority of americans. Just take a look at public opinion.,9857
9858, but let us try and imagine a better world where the distribution of wealth is more equitable? ,Not just that but where growth is better the economic progress is greater.,9858
9859, and do you think that the nation state is today a viable entity something that should still exist and something that is necessary for the world of ours? ,First i do not think it should be either the corporation or the country state but let is come back to that. The strongest advocates of powerful states are the corporations. They want strong states and they need them for their corporate operations and their control of state power.,9859
9860, how should economic power be distributed among people? ,Corporation are tyrannical organizations. They are totalitarian institutions. In fact if you look at them that what is a corporation it is an unaccountable private tyranny in which power comes from above from the owners orders are transferred down below and inserted inside the system. No democratic control.,9860
9861, that is very beautiful but it is abstract? ,No it has no abstract meaning.,9861
9862, how do we make it into an actuality? ,Same way look 200 years ago talking about parliamentary democracy sounded abstract. We had feudalism and kings and princes and slavery. How were we going to make democracy a reality.,9862
9863, and tell us is there something like intrinsic superiority of one language over the other? ,There is no such thing as superior intellectual ability in the linguistic sense. All humans have this capacity and so does every other animal that is a part of the human biological endowment. Slight differences in some cognitive capacities such as those displayed by humans are attributable to environmental conditions rather than to inherent character differences.,9863
9864, this suggests that if we want to make the world a better place that there should be one universal language and then many local languages? ,That is a possibility but i do not think it would be a good idea. One reason why we are all speaking english is because of the power of english. If everybody spoke english everyone would probably be able to read the newspapers in their own language.,9864
9865, so to be multilingual is best? ,I am sure you can see it yourself being part of an international community is enriching. Having a home away from home is a wonderful thing.,9865
9866, how do you feel that your research into language has helped us understand human nature and is human nature something that is definable? ,Well maybe the best way to put it is to ask what is the human essence. Is it a question of having a language or not. Well i think the answer to that depends on what you mean by human being.,9866
9867, what do you see as the agents of change? ,Well you know there is the ancient indian epics in which the ideal sage believes in hope and resignation meaning recognize that things are difficult but hop that they will get better. You will find the same in the confucian analects the master the greatest person continues to struggle though he knows there are no solutions.,9867
9868, noam what do you see to be the strategic significance of the new military situation in afghanistan? ,I assume that the u. s. will more or less take control over afghans.,9868
9869, do you think the current military situation will encourage right wing triumphalism and serve as justification for military action here and elsewhere? ,You are begging the question there. I do not agree that it will. On the contrary i think that the situation is extremely complex and that any kind of military triumph of a great power will reflect deep seated tendencies within that power which are difficult to predict and cannot be predicted with any confidence.,9869
9870, what is your assessment of the potential of the northern alliance as a force with political legitimacy in the country and as a force capable of governing? ,I have not seen any serious studies of this but my strong impression is that it will probably be a last ditch effort by the central government to hold on to its power. It may be that the united states will have to make some concessions in order to allow this to succeed. But i think it is highly likely to fail.,9870
9871, what are the present and potential humanitarian consequences of this war? ,For obvious reasons the western media and doctrinal system are trying very hard to suppress that question. In fact it is one of the few questions in the middle east that is not being asked. And it would be quite surprising if it were discovered.,9871
9872, what does a bomb of this sort look like? ,It is a little thing that a child would pick up thinking it was a toy. In fact they apparently look pretty much like the food drops except that they are smaller. The same is happening in many places all over the world including latin america and africa.,9872
9873, over which period? ,They usually start in 1965 because the u. s. does not want to admit that it started attacking vietnam in 1961. in fact there were probably 70 000 or so people killed in the late 1950s,9873
9874, two to four million is a pretty wide range? ,And what do you count. Well if i counted up the number of human beings on earth and then inserted a coin into a bag of coins which had a value of one dollar on it i would have a total offour million. I do not have that far to fall.,9874
9875, the second is a point you have made even recently particularly with reference to sudan and nicaragua and other parts of central america that the victims of an attack are not just the number of people who die in the immediate attack but also those who die of its long term effects? ,Both of those points are important. For one thing it is not always easy to determine whether a particular attack was the result of a criminal act committed with the explicit purpose of harming innocent people. Sometimes it happens very quickly and sometimes over a long period. Attack after attack there is nothing you can do about it except try to find some plausible explanation.,9875
9876, on the second point you have referred recently to the examples of sudan and central america? ,Thirty thousand people were killed in the fighting in nicaragua but how many people died. The numbers are huge. Sudany is an interesting case because it is the most advanced country in terms of military spending and it had not attacked a country. Less than a year after taking office nicaraguans began to bomb suda and there have been constant bombings ever since.,9876
9877, what kind of popular support do you think there is in the united states for this kind of retaliatory war against poverty stricken people? ,I think it is extremely low which is why it does not reach the scale that one would hope for. If there were popular pressure there would be popular reaction. Fortunately the constraints on movement and communication prevent that from happening.,9877
9878, is there any evidence for this or are you speaking of what you would expect? ,It depends on how you understand what i am saying. If i say there is evidence it is because i think there are reasons for it. Say in the case of vietnam for example there were very strong reasons to believe that the war was going to drag on.,9878
9879, you have also said that the gulf war was one in which protests began even before bombing began? ,They did not actually begin for a long time. It got so hot that people began to flee to the mountains. The harris polling organization which is supposed to be objective reported that 80 percent of the people said the war began as a mistake and that it should have been stopped right away when it was too costly.,9879
9880, like your daughter in nicaragua? ,Yes. That is one of the problems with the media which is very striking. You can not get independent journalism on the model of say the boston globe or new york times because they do not have the resources.,9880
9881, it went beyond just solidarity then they were conscious of being a human shield? ,For a while after the berlin wall fell they did send medical supplies to gaza. I was there but you never know how much it affected the morale of the soldiers. Sometimes it made a difference. In the case of mexicans and muslims it was very significant.,9881
9882, in your thinking the propaganda function of the dominant media is part of a broader process of building a consensus for official policy? ,Official U. s. policy and more or less standard operating procedure.,9882
9883, is it getting worse or have your book and your work and that of others made a difference to the quality of the media? ,They have been barely willing to recognise its existence. Nevertheless people know about this kind of critique because there is a strong popular movement against the conformism of mainstream media. For example when the new york times refused to publish my book fear of god i could not find a single mention in the papers.,9883
9884, i have not heard you say that before? ,It really all depends on the way you perceive it. I get hundreds of questions everyday. People asking for advice. There's no one way to answer.,9884
9885, did you ask for the meeting? ,There was a small delegation that asked me to come along. The globe was in a way happy it is under constant attack from the jewish community for being too pro arab so they want criticism from outside. I do not criticize them i respond.,9885
9886, did they finally? ,No they never did. The story that they told never took place. In fact it is a fabrication of the worst kind. A couple of months later a new front page story in the new york times reported a study by an international team of carter scholars which found that the trilateral commission had been in regular contact since the early 1950s.,9886
9887, so what you are saying is that there is some improvement but? ,There are some differences. The basic principle is the same. A few big corporations can determine what the public will see and hear and in fact decide what is a public good and a national interest.,9887
9888, how do you see the applicability of the propaganda model to other situations and places including for instance europe? ,In britain there is some work. There are some mediaeval periodicals that still exist which have substantial print run but little in the way of a dedicated ideological apparatus.,9888
9889, so overall do you think that the media in europe covers a wider range of issues and opinions? ,Marginally wider because of the somewhat greater diversity in the social organisation. Take for instance the labour movement which is much stronger in germany than it is in france. Co determination whatever it amounts to is almost inconceivable in a country where the working class is extremely subordinate.,9889
9890, and that is where it began? ,It was a day of solidarity for american workers fighting for an eight hour day. People know that everywhere in the world in human history when people try to organize they call it a revolution. I was there for a demonstration.,9890
9891, i refer in particular to research on using the media to impose official doctrinal consensuses on the people? ,You have to look at cases. This is not physics. There is no theory behind any of this it is just practice. Back in the 30 is for example there was a lot of talk about how the new deal legislation was harmful to working people.,9891
9892, well it is a model in that it is a set of relationships from which predictions can be made? ,Okay so what is the model that you are using. The way i read it you say that the key to scientific progress is to be open to new ideas and to inquire into the nature of the world. What do you mean by that.,9892
9893, but each case study is not meant only to illustrate or describe just that particular case? ,No in fact we tried to pick the hardest cases. We picked the cases that the media themselves and the ideological system put forth as their strongest.,9893
9894, in that sense you are looking for some kind of theoretical conclusions are not you? ,To try to show that anywhere you look there is a long list of failures. We picked historically crucial cases the cases that the media present as their proudest moments the ones that they want you to focus on. If you do that for a while you find a pattern.,9894
9895, in the light of what you are saying how in your view would research on the indian media using the herman chomsky method proceed? ,I would begin by looking at the institutional structure. If it is a family owned newspaper ask questions about the family and the activities of the newspaper.,9895
9896, what are you looking for? ,Take some question that is crucial for india. Let us say.,9896
9897, food and food security? ,Actually both of those are quite serious problems.,9897
9898, you could use this method i take it when dealing with other issues as well such as food security or the wto? ,It is used all the time even with the debt. For example take the food stamp program which was basically a way for the government to buy off the population by making sure that people did not have enough food to eat. Or take reparations.,9898
9899, so the methodology would be to choose subjects of great public importance investigate how the press covers them and then? ,Trace the results to what you can about the institutional structure. That is not profound but it is straightforward and it has been done. Here is a case in point the boston bombings which was picked up right after the bombings in iraq and investigated by cindy crawford a very good journalist.,9899
9900, although the internet is increasingly being privatised we would not have had our present access to dissenting opinion without it. it clearly has a dual character? ,It has been fantastic and it still is. In the united states we have a media empire that is second to none. We literally have two media corporations one a national media one an international one.,9900
9901, the classic case is chiapas? ,Yes chiappingas is another case that illustrates the principle. And the same principle holds for venezuela and for a large part of the middle east. The united states sponsored and supported a popular uprising in haiti in the early 1990s that brought together a broad nationalist base that overthrew a brutal military dictatorship.,9901
9902, what do you think is going to happen to that space? ,Space is contested. There is a very good book on this by edward herman and robert mcchesney called global media. Have you read the introduction.,9902
9903, as a means of? ,Getting around media control. Take the humanitarian crisis in afghanistan for instance. You could not learn anything about it through scattered sentences here and there but there is a lot of material on the internet. Media concentration was so extreme that virtually nothing was known about the afghans even though the united states and britain had sponsored the invasion.,9903
9904, to shift the subject in 1967 you published the responsibility of intellectuals? ,Actually it had been published before in a student newspaper. They picked it up and ran it in the student paper. It was not picked up again and this time it became a kind of a major issue so it made it into the major scholarly journal.,9904
9905, which one? ,You would not believe it but it was published in the journal of the hillel foundation a jewish student group at harvard. They had a special issue on hebrew and he wrote a letter to the editor about how he felt that the publication was anti semitic. I read the article and i was speechless.,9905
9906, if you had to rewrite the responsibility of intellectuals today what would you say? ,In retrospect it seems to me there were unclarities and omissions. One has to do with the category intellectuals. Who are they.,9906
9907, do your books address this 20 per cent of the population trying to strip them of their illusions or whom are you addressing? ,That is a misleading question. What is being targeted is much broader than that. It is the educated liberal intellectual elite the journals and the universities which are the main targets.,9907
9908, can islamic fundamentalism be seen as a force that is trying to fill this void.? ,I agree with the thrust of what you are saying but would not be happy putting it that way. In my view the fall of the soviet union was a small victory for socialism and democracy. It opened the way for a huge upsurge of popular struggle which is what is needed.,9908
9909, what is your perspective on what has evolved since the terrorist attacks? ,It is mixed. On the one hand the scale and the intensity of the attacks is something that is new and very frightening and to some extent unanticipated. I think a good first reaction would have been to act immediately and decisively to terminate the support for the taliban and qaeda which continues apace and indeed is increasing.,9909
9910, what might be some useful information that you could provide? ,There are two categories of information which are particularly useful because there is two distinct though related sources for the attack. Let is assume that the bombing was pre directed and that it was carried out by russian or chinese commandos. That makes perfect sense from their point of view since they gain nothing from the atrocity.,9910
9911, is there anything else you want to add? ,There is a lot more but i will not go into it. Suffice it to say that i fell in love with this country when i was a child and i still am. I did not know what i wanted to do but somehow it happened.,9911
9912, you want to bring perpetrators of horrendous terrorist crimes to justice. what about the means to reach those ends? ,Suppose somebody in cuba for example murders somebody and we are trying to find out who killed him we have to go back to the evidence that was produced at the time. Is that evidence sufficient.,9912
9913, do you think it is more than problematic to engage in alliances with those whom are called unsavory characters drug traffickers and assassins in order to achieve what is said to be a noble end? ,Remember that among the most unpersuasive of these groups are the governments of the region our own government and its allies. If we are serious we also have to ask what effect these alliances will have on the populations they are trying to control. Will more democracy and freedom be created in the midst of such chaos and violence? Probably not.,9913
9914, is a leading terrorist state might stun many americans. could you elaborate on that? ,I just gave one example nicaragua.,9914
9915, how have they been performing since the events of september 11? ,Since i do not like to generalize let is take a concrete example. The world trade center was almost completely destroyed on secember 11th. Not by a bomb but by an act of terrorism which should have been stopped by virtually any standard.,9915
9916, should assassinations be allowed. should the cia be given more operating leeway? ,I do not think the us should tolerate assassination. Again i am oversimplifying. The target of assassination should be someone who is a high official of a hostile power the usual suspects include the indonesian generals and others. If the evidence is strong enough it can be used to justify an attack.,9916
9917, could you very briefly define the political uses of terrorism. where does it fit in the doctrinal system? ,The u. s. is officially committed to what is called low intensity warfare which means that U.S. troops are directed against relatively defenseless populations.,9917
9918, are you aware of any organizations that we would do best funneling money that we would like to donate to help increase the food supply in that country? ,Oh yeah plenty. I mean this is obviously just it could not even pass abc news.,9918
9919, so having ruled out economic and military sanctions i do not suppose spitballs would be in order.? ,Well i already gave you the answer to what i think we ought to do. But let is go through your questions. First of all you said i blame america and that is absolutely false.,9919
9920, are you upset or shocked by horowitz is extraordinary attack on you? ,I have not read horowitz. I did not used to read him when he was a stalinist and i do not do now. Have i read anything by him in the last twenty years which deals with anything remotely like what he describes. Yes i was upset and horrified by the article but that is typical.,9920
9921, what about hitchens attack. i know you were gob smacked by it but surprised? ,Not particularly. He is been pretty erratic for about ten years. Last year he had a tantrum and i thought he was going to blow up.,9921
9922, but that is not really the position that the left has been taking? ,It is nonsense. I mean fisk has condemned the perpetrators of this probably the bin laden network more harshly than anyone i have seen their wickedness and awesome cruelty and so on and i agree with him. But hitchens knows it perfectly well and you can read in the press that he deplores what they are doing.,9922
9923, you wrote that they were not only wrong but unintelligible? ,Well he can not believe what he is saying. He knows perfectly well that what they are saying is completely and utterly unacceptable to virtually all reasonable people including us. That is why we have a system of intellectual self defense.,9923
9924, a deepening of analysis in mainstream media as a consequence of september 11th? ,First of all i do not really think the mainstream press is that different from england or say the new york times. They are newspapers with a kind of a commercial orientation. Most of the material is for sale.,9924
9925, to hold an inquiry into the incident which i understand was blocked by the u. s? ,Well yes. The sudan did call for an immediate withdrawal of all foreign forces. That was not obama so what was his position.,9925
9926, that can not really be dealt with through the political process can it? ,I do not agree with that. For one thing remember we have to be a little careful about the use of the phrase compromise. There is in fact a concept called compromise that was invented to try to justify the invasion of iraq by the united states under the pretext that it was being carried out under a humanitarian guise.,9926
9927, although they are backing off as we speak are not they? ,The egyptian military dictatorship which is bitterly anti hamas has called for a cease fire but is giving the green light to the israeli attack. The us has said there will be no negotiations. Now what does that mean for hamast. Well it means that they no longer have to give a fig leaf.,9927
9928, what are some of the most significant dangers of this rapidly ad libbed strategy? ,There are a number of dangers.,9928
9929, on what do you base that assertion? ,I base it on the statements that are blandly reported in the major press like the new york times without comment the world food program and others. So here is a comment from just yesterday at about 10 a.m. eastern time by just edward herman.,9929
9930, apart from foreign policy does it involve a deepening self awareness in the american elites. is america seeing itself more clearly? ,Well you know it is very hard to generalize. We should remember that something else is happening too. There are a lot of other things going on including the collapse of the soviet union and the conflict in ukraine and elsewhere.,9930
9931, how might these sudden moves be affecting the political dynamics in those regions? ,Washington is stepping very delicately. We have to remember what is at stake the world is major energy reserves primarily in saudi arabia but throughout the gulf region along with not inconsiderable resources in central asia and northeast asian asias.,9931
9932, is exerting in the region impact their already volatile relationship? ,The main source of conflict is kashmir where india claims to be fighting islamic terrorism and pakistan claims it is being attacked by iran. All the claims unfortunately are basically correct except for the last one which is not much of an exaggeration. There has been a series of wars over Kashmir over the years mostly uncontested.,9932
9933, alliance building effort spawn a new multi lateralism in which unexpected positive developments like progress for palestinians might advance? ,It is worth recalling that bush is unilateralism was a virtual death knell for the hopes of palestine. It was not until 1993 that congress passed a resolution explicitly authorizing the us to take military action against iran.,9933
9934, is the present situation in any way an exception. examples? ,Impediments to free flow of information in countries like the u. s. are rarely traceable to government rather to self censorship of the familiar kind. I have written about it in the past.,9934
9935, why do you think these attacks happened? ,To answer the question we must first identify the perpetrators of the crimes.,9935
9936, what consequences will those attacks have on us inner policy and to the american self reception? ,Us policy has already been officially announced. The world is being offered a stark choice join us or face the certain prospect of death and destruction. Congress has authorized the use of force against any individuals or countries the president determines to be involved in the attacks a doctrine that every supporter regards as ultra criminal.,9936
9937, do you expect us to profoundly change their policy to the rest of the world? ,The initial response was to call for intensifying the policies that led to this catastrophe. That is quite appropriate i think.,9937
9938, after the first shock came fear of what us answer is going to be. are you afraid too? ,Every sane person should be afraid of the likely reaction the one that has already been announced and that will probably be announced at some point. The bush administration announced very explicitly that it is planning a massive attack in iraq no questions asked probably within months. There is every reason to expect a major attack some involving nato ground troops some under the control of america is ally.,9938
9939, the world will never be the same after 11. 09. 01. do you think so? ,For the first time the situation is so dire that there is even talk of a global economic crisis. Not a very severe one actually. It is been predicted for years and the effects are already being felt in some areas.,9939
9940, what do you see as the significance of the un world conference against racism in south africa? ,I think that the most important issue that is being raised by this conference is the question of reparations namely european reparation for the destruction of benighted african africans. Afghanistan is a wreck and it is not because it was hit by an asteroid. The people who lived there were devastated.,9940
9941, what do you think has been the impact of this movement? ,This effort of which madre has become a symbol has really changed consciousness enormously in the last 30 years. The 1980 is was the first time in history when there was a significant popular movement which was dedicated to dismantling the socio economic and political system in which most of the population lived. And it is continued to this day.,9941
9942, tell us about plan colombia and why the us is escalating its involvement there? ,Remember this is a clinton plan that bush is implementing and probably accelerating. During the 1990 is columbia was the leading recipient of us military aid and training in the hemisphere. Approximately half of all us aid in Latin America went to colaboratory programs run by the state department and the private sector which in many cases are engaged in what is sometimes called high tech warfare.,9942
9943, given that the drug war is a pretext what is the bottom line of the us interest in colombia? ,The answer is we do not have to hide it. In fact we are openly announcing our interest. The british foreign office in its annual review of overseas activities reports that cocaine and heroin are the leading illicit drugs of choice for wealthy donors in Latin America and the Caribbean.13 These are important facts which merit careful attention.,9943
9944, what is been the effect in those countries? ,Let is look at nicaragua. The us reasserted control over Nicara in 1990. since then the country has experienced a steep decline. (applause) no one really knows how much this is related to the contras.,9944
9945, it seems that even when the information is available it is quite difficult for people in the us to comprehend the impact that us policies have on communities around the world. why do you think that is? ,Well there is a principle of human affairs that goes back millennia which is that you do not look in at the mirror. You can trace this principle back to the bible. The designated intellectuals of that time are called prophets which was a mistranslation of a hebrew word but they were basically intellectuals giving geopolitical analysis criticizing the moral practice of leadership etc.,9945
